abandon	abbandonato
navigate	navigato
navigation	navigante
navigation	navigato
navigation	navigatore
naxalite	navale
nazarean	nazareno
nazi	nazista
necessary	necessitare
neckline	reclinare
nectarine	nettare
nectarine	nevicare
nectarine	recitare
nectary	nettare
negate	negatore
negation	negativo
negation	negatore
negative	negativo
negative	negativamente
negative	negatore
neglect	negletto
negotiate	negoziare
negotiate	negoziale
negotiate	negoziato
negotiation	negato
negotiation	negoziato
negotiator	negoziare
negotiator	negoziato
negro	negare
negro	negato
negro	negro
negro	nero
negroe	negare
negroe	negatore
negroe	negro
negroe	nero
neighbore	negatore
nematode	negatore
nematode	nomade
neon	neonato
neon	nero
neonate	neonato
neonate	neonatale
nest	nefasto
nester	nerastro
nestle	bestiale
nestle	gestuale
nestle	testuale
netter	nettare
nettle	nettare
nettle	netto
nettle	neutrale
nettle	rettile
neuroleptic	neurologico
neuron	nero
neuron	neutro
neurone	neppure
neurone	nero
neurone	neutro
neurosis	neutro
neurotic	neurologico
neurotic	neutro
neurotic	nevrotico
neutral	neutro
neutralise	neutrale
neutralise	neutralista
neutralize	neutrale
neutralize	neutralista
neutrino	neutro
neutrophil	neutro
newton	netto
nigrican	nigeriano
nihilist	nichilista
niko	nido
nitpick	nitrico
nitrate	aitante
nitrile	nutrire
nitrite	nitrato
nitrite	nitrico
nitrite	nutrire
nitrite	nutriente
nitrite	nutrito
nive	live
noake	nodale
nobble	notabile
nobl	nobile
noble	nodale
nocturne	notare
nocturne	notturno
node	nomade
nodule	nodale
noir	noir
noise	nobile
noise	noioso
noisy	noioso
nomad	nomade
nome	nomade
nome	normale
nominate	combinare
nominate	combinato
nominate	nomare
nominate	nominare
nominate	nominale
nominate	nominalmente
nominate	nominato
nomination	combinatorio
nomination	nominato
nomine	nominale
nominee	nominale
nominee	nominalmente
nomo	domo
nomo	nono
nomo	noto
nonconformist	conformista
nonsense	consensuale
noodle	nodale
noodle	notevole
nook	noto
noose	nodoso
normal	normanno
norman	normale
norman	normalmente
norman	normanno
nostril	mostrabile
nostril	notarile
nostrum	postumo
notable	nodale
notable	notare
notable	potabile
notary	notare
notate	rotante
notate	votante
notation	dotato
notation	natio
notation	votato
note	nolente
notebook	notebook
notelet	notevole
notelet	notevolmente
notion	natio
notion	noto
notion	notorio
noun	nono
novate	novantesimo
novate	noverare
novelist	novellino
nude	nudo
nudist	nudista
number	numerico
nuptial	nuziale
nutrient	nutrire
nutrient	nutriente
nutrient	nutritivo
nutritionist	nutritivo
obituary	abituare
obituary	obiettare
obligate	obliare
obligation	obbligazionario
obliterate	obliterare
observable	oberare
observance	oberare
observatory	oberato
observatory	osservatore
observe	oberare
obsession	obeso
obviate	ovviamente
occasion	occasionare
occultist	occulto
occupancy	occupare
occupancy	occupante
occupancy	occupato
occupant	occupante
occupation	occupante
occupation	occupato
occupation	occupazionale
occupation	oculato
occupier	occludere
occupier	occupare
occur	occultare
occur	oscuro
occure	accudire
occure	acculare
occure	accusare
occure	occultare
occure	occupare
occure	oculare
occure	oscurare
occurrence	occorrente
odorant	odorare
odorant	onorato
off	off
offence	offendere
offender	effondere
offense	offensivo
offense	offeso
offensive	offensivo
offer	offeso
office	offrire
office	officiante
officiant	efficiente
officiant	officinale
officiant	ufficialmente
officiate	ufficiale
officiate	ufficialmente
offline	affine
offline	offrire
offline	officiante
offshoot	off-shore
ogle	ogivale
ointment	minutamente
okay	okay
oleander	olandese
oligarch	oligarchico
oligarchy	oligarchico
oligomer	oligominerale
olympic	olimpio
olympic	olimpico
omelette	omettere
omen	open
omnivore	onnivoro
onion	online
onto	unto
oodle	nodale
opa	opaco
open	open
opener	spengere
opera	operante
opera	operato
opera	operatic
opera	operativo
opera	operatore
opera	oprare
operate	operabile
operate	operatic
operation	operaio
operation	operatic
operation	operatorio
operative	operare
operative	operante
operative	operato
operative	operatic
operative	operativo
operative	operativamente
operative	operatore
operative	operatorio
operator	oberato
operator	operatic
operator	operativo
opiate	operante
opiate	oppiare
opine	opinare
opine	opinabile
opine	opzionale
opinionate	opinare
opinionate	opzionale
opponent	opportunamente
oppress	appressare
oppress	appresso
oppress	oppiare
oppress	oppresso
oppress	oppressivo
oppression	oppresso
oppression	oppressivo
oppressor	appressare
oppressor	oppresso
oppressor	oppressivo
optimize	ottimizzare
oracle	gracile
oracle	ormonale
oracle	ovale
orang	ora
oration	orario
oration	oratorio
oration	ordinativo
oration	orgiastico
oration	ornato
oration	pratico
oration	prativo
orator	orare
orator	oratoriale
orator	ordinato
orator	ordinatore
oratorio	orario
oratorio	oratoro
oratorio	oratorio
oratorio	oratoriale
oratorio	ortografico
oratorio	transitorio
oratory	oratoro
oratory	oratorio
oratory	oratoriale
oratory	ordinatore
oratory	ornato
orbital	orbitale
orbital	orientale
orchard	orecchiare
orchestra	orchestrale
orchestrate	orchestrale
ordain	ordinato
ordain	ormai
ordainer	ordinario
ordeal	orale
ordinal	ordinare
ordinal	ordinario
ordinal	ordinato
ordinal	ordinatore
ordinal	orientale
ordinal	originale
ordinal	orinare
ordinance	ordinatore
ordinance	orinare
ordinary	ordire
ordinary	ordinato
ordinary	ordinatore
ordinary	originare
ordinate	ordinare
ordinate	ordinariamente
ordinate	ordinato
ordinate	ordinativo
ordinate	ordinatore
ordinate	ordito
ordinate	ornato
ordination	ordinario
ordination	ordinato
ordination	ordinativo
ordination	ordinatore
ordination	ordito
ordination	orientativo
ordination	ornato
ore	orale
organelle	orale
organic	organistico
organic	orgiastico
organic	orografico
organise	organistico
organist	organico
organizer	organico
orient	orientale
orient	orientato
oriental	orbitale
oriental	orientale
oriental	ornamentale
orientate	orbitale
orientate	orientale
orientate	orientaleggiante
orientate	orientato
orientation	ordinativo
orientation	orientativo
orifice	orfico
original	origliare
originate	ordinatore
originate	originare
originate	originariamente
originator	ordinatore
originator	origliare
oriole	orale
oriole	orizzontale
oriole	ormonale
oriole	orribile
ornament	oralmente
ornament	ordinariamente
ornament	organicamente
orogen	omogeneo
orthopaedic	ortopedico
osier	ospite
osier	ostile
ostinato	istintivo
ostinato	ostativo
ostinato	ostico
ostinato	ustionato
ostler	ostile
ostrich	ostetrico
ostrich	ostico
otter	ottundere
out	out
oven	open
overawe	onerare
overawe	operare
overman	one-man
overrate	operante
overrate	operatore
overstate	operante
overtone	operatore
overture	operatore
overwater	operante
paceman	paesano
pacer	lacero
pacer	pascere
pacer	tacere
pacify	pacifico
packer	pascere
paean	paesano
paet	patente
pagan	pagante
page	pagare
page	pago
pageant	pagano
pageant	pagante
pager	pagare
pager	parere
pagoda	pago
paint	patito
paint	paziente
painter	palpitante
pairing	paglierino
pakistani	pakistano
palace	fallace
palace	palesare
palace	palpare
palace	paludare
palate	galante
palate	palare
palate	palatino
palate	palpare
palate	palpitante
palate	paludare
palate	paludato
palate	palustre
palate	parlante
pale	male
pale	palese
pale	palpare
pale	papale
palestinian	palestinese
palette	balbettare
palfrey	palpare
paling	palatino
paling	papalino
pall	pallado
pall	pallido
palla	palare
palliative	palliare
palmette	malamente
palmette	palese
palmette	palesemente
palmette	talmente
palp	palpare
palpate	galante
palpate	pagante
palpate	palpabile
palpate	palpitante
palpitate	palliare
palpitate	palpare
palpitate	palpitare
palpitation	malcapitato
palpitation	palatino
palpitation	palpitante
pancake	pacare
pancake	panificare
pang	pago
panic	panico
panicle	canicolare
panorama	panoramico
pant	pagante
panther	patente
panther	paterno
pantile	pagante
pantile	patire
pantile	pensile
pantile	pentire
pantomime	pantomimico
papa	palpare
papa	papale
paper	capere
paper	papale
paper	paperback
paperback	paperback
par	parco
par	pario
para	parato
parable	carnale
parable	larvale
parable	padronale
parable	pagabile
parable	palpabile
parable	papale
parable	parare
parable	parabolico
parable	paragonabile
parable	parallelo
parable	parcare
parable	parlare
parable	parziale
parable	passabile
parabola	carambolare
parachute	paracadutare
parade	parare
parade	paradossale
parade	parcare
parade	parlare
parade	parlante
parade	parziale
paradise	parare
paradise	paradisiaco
paradise	paradossale
paradise	parafiscale
paradise	parodiare
paradox	paramedico
paraglide	parziale
parallel	padronale
parallel	pastorale
parallel	patronale
parallelise	parallelo
parallelise	parallelamente
parallelogram	parallelo
paralyse	padronale
paralyse	parare
paralyse	parallelo
parameter	parlamentare
parameter	partente
parameter	parzialmente
paramilitary	para-militare
paramilitary	paramilitare
parapet	parato
parapet	parlato
paraphrase	parafrasare
parascend	saraceno
parasite	parare
parasite	parasociale
parasite	parassita
parasitise	partire
parasitize	parassita
parasitize	parassitario
parasitize	partire
parasol	parabolico
parasol	parasociale
parasol	parato
parasol	parlato
parasol	pauroso
paratroop	parato
parc	parco
parcel	parcare
parcel	parco
parch	parco
parch	parecchio
parchment	partente
pardon	parco
pardon	tardo
pare	pagare
pare	palpare
pare	parcare
pare	parlare
pare	partire
pare	patire
parent	carenato
parent	parlante
parent	partente
parent	patente
pariah	pario
pariah	parziale
parish	pario
parisian	parassita
parisian	parigino
parisian	partigiano
parisian	persiano
parity	pario
parkonian	maronita
parlement	palesemente
parlement	parallelamente
parlement	parlante
parlement	parzialmente
parliament	caramente
parliament	parallelamente
parliament	pariteticamente
parliament	parlare
parliament	parlamentare
parliament	parlante
parliament	parlato
parliament	particolarmente
parliament	parzialmente
parliament	passivamente
parliament	paurosamente
parliament	puramente
parliament	raramente
parliament	tardivamente
parliamentarian	parlamentare
parlour	parlato
parody	parco
parody	pario
parole	parco
parole	pario
parole	particolare
parole	parziale
parrot	parco
parrot	pario
parry	parere
parry	parare
parse	pacare
parse	pagare
parse	parare
parse	patire
parser	pascere
parson	parco
parson	pario
parson	passo
parson	pauroso
parson	perso
parson	personal
part	parlato
partake	parare
partake	parlare
partake	parlottare
partake	partire
parte	pagare
parte	parato
parte	parlante
parte	partire
parte	partecipe
parte	partente
parte	partorire
parte	patire
participant	partecipativo
participant	partigiano
participate	partecipare
participate	pasticciare
participator	caricatore
participator	partecipativo
participator	pasticciato
participle	partire
participle	partecipare
participle	partecipante
participle	partecipe
participle	particolare
particle	part-time
particle	parziale
particle	portabile
particularise	particolare
particularise	particolaristico
particularise	particolarmente
particularity	particolaristico
particulate	particolarmente
parting	partire
partisan	pakistano
partition	paralitico
partition	pario
partition	paritario
partition	paritetico
partition	partecipativo
partition	partito
partition	pattuito
partridge	partire
partridge	partorire
pass	passo
pass	passato
pass	passivo
pass	pastoso
passage	passabile
passage	passato
passage	passeggero
passenger	passante
passenger	passeggero
passenger	possente
passer	pascere
passer	passare
passer	passeggero
passer	passeggiare
passerine	pascere
passion	passato
passion	sassone
passive	passabile
passive	passionale
passive	passivo
password	passo
past	passato
past	pastoso
pasta	pacifista
pasta	parassita
pasta	pastorale
pasta	pasturare
paste	palese
paste	palustre
paste	pastorale
paste	pasturare
paste	patire
pastel	palustre
pastel	passante
pastern	pascere
pastern	patente
pastern	paterno
pasteurise	pascere
pasteurise	pasturare
pasteurize	pastorizzare
pasteurize	pasturare
pastille	passabile
pastille	passibile
pastille	pastorale
pastille	patire
pastille	postillare
pastime	partire
pastime	patire
pastor	passato
pastoral	pastorale
pastoralist	pastorale
pastoralist	paternalistico
pasture	masturbare
pasture	partire
pasture	pascere
pasture	passare
pasture	pasturare
pasture	patire
pasture	pattuire
pasture	pestare
pasture	tastare
pate	pagante
pate	partire
pate	patire
pate	paterno
patent	patinato
patent	patogeno
patentee	patentato
patentee	rattenere
pathogen	patogeno
pathologist	patologico
pathologize	patologico
pathology	patologico
pathwork	patchwork
patient	latente
patient	potente
patina	patavino
patinate	patentato
patinate	patito
patio	latino
patio	nativo
patio	pacato
patio	palatino
patio	parato
patio	pario
patio	paritario
patio	partito
patio	partitico
patio	patavino
patio	patire
patio	patetico
patio	patinato
patio	patito
patio	patrio
patio	patrizio
patio	pattuito
patio	pavido
patio	putativo
patrial	materiale
patrial	patrio
patrial	patrimoniale
patriarch	patinare
patrician	parigino
patrician	patrizio
patriot	pario
patriot	patito
patriot	putrido
patrol	parco
patrol	pario
patrol	patarino
patrol	paterno
patrol	patronale
patron	parco
patron	pario
patron	patrizio
patron	patronale
patronise	patrimoniale
patronise	patronale
patronize	patrimoniale
patronize	patrizio
patronize	patronale
patten	patente
patten	paterno
patten	pattuire
patter	pattuire
pattern	paterno
patty	patito
pause	palese
pavement	palesemente
pavement	paventare
paver	pover
paver	povero
paving	patavino
payable	papale
payable	passabile
payer	parere
payment	patente
payment	pazzamente
peace	penare
peal	penale
peanut	pedante
pear	pelare
pear	penare
pear	però
pear	pesare
pear	pescare
pear	pestare
pearl	pelare
pearl	penare
pearl	penale
peasant	pensante
peasant	pesante
peat	pelato
peat	pezzato
pebble	febbrile
pectoral	pescatore
pectoral	pettorale
peculiar	pelare
peculiar	pencolare
peculiar	reclinare
pedagogy	pedagogico
pedalo	pedonale
pedalo	peraltro
peddle	pedalare
pederast	pedestre
pedigree	pedinare
pedigree	perire
pedigree	redigere
pediment	mediamente
pediment	periodicamente
pediment	sedicente
peerage	penetrare
peerage	penetrante
peerage	perpetrare
peerage	preserale
peerage	puerperale
peeress	pendere
peeress	perplesso
pellea	perla
pellete	bellamente
pelmet	penalmente
pelop	perlopiù
penalise	pedonale
penalise	penare
penalise	penalizzare
penalize	penare
penan	penare
penan	penale
penance	penare
penance	penale
penance	penalmente
penance	penetrante
penance	perenne
penance	pesante
penance	tenace
pence	tenace
pencil	pensile
pendant	pedante
pendant	penalmente
pendant	pendente
pendant	pennuto
pendant	pesante
pendentive	pendere
pendentive	pendente
pendentive	penitente
pendentive	pentire
pendulum	penultimo
penetrate	benestante
penetrate	centrale
penetrate	centrato
penetration	penetrabile
penise	peninsulare
penise	pensare
penise	pensante
penise	pensile
penise	pentire
penise	pentirsi
penitent	pendente
penitent	persistente
penitent	renitente
pennant	bennato
pennant	penalmente
pennant	penetrante
pennant	pennuto
pennant	pensante
pennant	pesante
pennon	pennuto
pension	censito
pension	penoso
pension	pentito
pension	persico
pension	persino
pension	pessimo
pentatonic	puntato
pento	lento
pento	pelato
pento	pennuto
pento	pentito
pento	penultimo
pento	pepato
pento	venato
peplo	pepato
peptide	pentire
per	perso
perceive	percepibile
perceive	percettivo
perceive	perciò
perceive	perire
percentile	fertile
percentile	mercantile
percentile	parentale
percentile	percentuale
percentile	percentualmente
percentile	percepibile
